,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
1924,072020,KOSDAQ,중앙백신,기초 의약물질 및 생물학적 제제 제조업,동물용백신,2003-10-31,12월,윤인중,http://www.cavac.co.kr,대전광역시
1925,000440,KOSDAQ,중앙에너비스,기타 전문 도매업,석유류도소매,1993-03-24,12월,"한상열, 한상은 (각자 대표이사)",http://www.enervis.co.kr,서울특별시
1926,228760,KOSDAQ,지노믹트리,의료용품 및 기타 의약 관련제품 제조업,암 조기진단 제품,2019-03-27,12월,안성환,http://genomictree.com/ko/,대전광역시
1929,043610,KOSDAQ,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",유무선 음악포털서비스,2000-07-20,12월,조훈,http://www.geniemusic.co.kr/,서울특별시
1930,263860,KOSDAQ,지니언스,소프트웨어 개발 및 공급업,네트워크 접근 제어 솔루션(NAC),2017-08-02,12월,이동범,http://www.genians.co.kr/,경기도
1931,303030,KOSDAQ,지니틱스,반도체 제조업,기업 인수 및 합병,2018-08-30,12월,"호경근,박정권(각자대표이사)",,경기도
1932,208350,KOSDAQ,지란지교시큐리티,소프트웨어 개발 및 공급업,기업인수합병,2014-12-24,12월,윤두식,,서울특별시
1933,114570,KOSDAQ,지스마트글로벌,반도체 제조업,CMOS 이미지센서,2010-02-04,12월,이주석,,서울특별시
1935,051160,KOSDAQ,지어소프트,소프트웨어 개발 및 공급업,"Mobile Solution & Platform, Internet GIS, Mobile Service",2002-05-28,12월,"오형돈,박승준(공동대표이사)",http://gaeasoft.co.kr,서울특별시
1936,053050,KOSDAQ,지에스이,연료용 가스 제조 및 배관공급업,도시가스,2001-10-11,12월,유석형,http://www.yesgse.com,경상남도
1937,119850,KOSDAQ,지엔씨에너지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","비상발전기, 소형열병합발전설비, 바이오가스발전설비",2013-10-02,12월,안병철,http://www.gncenergy.co.kr,서울특별시
1938,270520,KOSDAQ,지엔원에너지,"건축기술, 엔지니어링 및 관련 기술 서비스업",지열냉난방시스템,2017-08-22,12월,민경천,http://genone.co.kr,경기도
1939,065060,KOSDAQ,지엔코,봉제의복 제조업,"캐쥬얼의류(SPORT-REPLAY, Thursday Island)",2002-05-28,12월,김석주 장지혁 (각자대표이사),"http://www.gnco.co.kr,www.thursdayisland.com",서울특별시
1940,204840,KOSDAQ,지엘팜텍,자연과학 및 공학 연구개발업,의약품 연구개발업,2014-11-20,12월,왕훈식,http://www.glpt.co.kr,경기도
1944,111820,KOSDAQ,지와이커머스,기타 정보 서비스업,"B2B 전자결제, B2B 공동구매",2010-06-18,12월,이흥재,http://www.mp1.co.kr,서울특별시
1947,115450,KOSDAQ,지트리비앤티,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,양원석,,경기도
1948,219750,KOSDAQ,지티지웰니스,의료용 기기 제조업,의료기기 및 미용기기,2018-09-21,12월,김태현,http://www.gtgwellness.co.kr,경기도
1950,018120,KOSDAQ,진로발효,알코올음료 제조업,주정,1993-12-29,12월,김종식,http://www.jrdcl.com,경기도
1951,109820,KOSDAQ,진매트릭스,자연과학 및 공학 연구개발업,"B형간염치료제 내성진단,C형간염바이러스 유전형진단, 자궁경부암유발바이러스 유전형진단",2009-11-06,12월,김수옥,http://www.genematrix.net,경기도
1952,086060,KOSDAQ,진바이오텍,동물용 사료 및 조제식품 제조업,"펩소이젠(식물성단백질),바이오스타치(가공전분),나투포멘(친환경생균제),락토케어(항생제대체형미생물제제)등",2006-04-28,12월,이찬호,http://www.genebiotech.co.kr,충청남도
1953,036890,KOSDAQ,진성티이씨,특수 목적용 기계 제조업,트랙롤라. 플로팅 씰,2000-07-20,12월,"윤성수, 윤준수(공동대표이사)",http://www.jinsungtec.com,경기도
1955,007370,KOSDAQ,진양제약,의약품 제조업,"소부날, 옥티란",2000-07-27,12월,최재준,http://www.jinyangpharm.co.kr,서울특별시
1966,085660,KOSDAQ,차바이오텍,기초 의약물질 및 생물학적 제제 제조업,"세포치료제 개발, 제대혈 보관 등",2005-12-27,12월,오상훈 (단독대표),http://www.chabio.com,서울특별시
1968,094850,KOSDAQ,참좋은여행,여행사 및 기타 여행보조 서비스업,여행업,2007-04-30,12월,이상호,http://verygoodtourcompany.com,서울특별시
1969,004650,KOSDAQ,창해에탄올,알코올음료 제조업,"주정(발효주정, 정제주정) 등",2014-07-30,12월,"임성우, 이연희",http://www.chethanol.com,전라북도
1970,311690,KOSDAQ,천랩,자연과학 및 공학 연구개발업,"생명정보 플랫폼, 마이크로바이옴 분석 서비스",2019-12-26,12월,천종식,http://www.chunlab.com,서울특별시
1971,278280,KOSDAQ,천보,기초 화학물질 제조업,"디스플레이 소재, 반도체 공정 소재, 2차전지 소재, 의약품 소재, 정밀화학 소재",2019-02-11,12월,이상율,http://www.chunbochem.com/,충청북도
1974,096240,KOSDAQ,청담러닝,일반 교습 학원,청담어학원,2008-06-27,12월,이동훈,http://www.chungdahm.com,서울특별시
1975,013720,KOSDAQ,청보산업,자동차 신품 부품 제조업,엔진부품,1993-12-29,12월,안상욱,http://www.cheongbo.co.kr,인천광역시
1977,066360,KOSDAQ,체리부로,"도축, 육류 가공 및 저장 처리업","육계, 사료",2017-12-04,12월,김인식,http://www.cherrybro.com,충청북도
1979,047820,KOSDAQ,초록뱀,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급,2002-12-24,12월,"김상헌,최진욱 (각자대표이사)",http://www.chorokbaem.com,서울특별시
1980,094360,KOSDAQ,칩스앤미디어,소프트웨어 개발 및 공급업,비디오 IP,2015-08-05,12월,김상현,http://www.chipsnmedia.com,서울특별시
1981,016920,KOSDAQ,카스,기계장비 및 관련 물품 도매업,"전자저울,로드셀",1990-01-04,12월,김태인,http://www.cas.co.kr,경기도
1982,284620,KOSDAQ,카이노스메드,자연과학 및 공학 연구개발업,기업인수합병,2018-06-08,12월,이기섭,,경기도
1984,293490,KOSDAQ,카카오게임즈,소프트웨어 개발 및 공급업,"모바일, PC게임 퍼블리싱",2020-09-10,12월,"남궁훈, 조계현",http://kakaogames.com,경기도
1985,042000,KOSDAQ,카페24,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","쇼핑몰솔루션, 광고솔루션, 호스팅솔루션",2018-02-08,12월,이재석,http://www.cafe24.com,서울특별시
1987,317530,KOSDAQ,캐리소프트,"영화, 비디오물, 방송프로그램 제작 및 배급업","영상 콘텐츠(30.05%), 공연(29.76%), 키즈카페(17.38%), 커머스(12.77%), 라이선스 및 기타(10.04%)",2019-10-29,12월,박창신,http://www.carriesoft.com,서울특별시
1988,071850,KOSDAQ,캐스텍코리아,자동차 신품 부품 제조업,자동차용 터보차저 부품,2014-05-27,12월,윤상원,http://www.castec.co.kr,부산광역시
1989,180400,KOSDAQ,캔서롭,기타 과학기술 서비스업,BAC DNA CHIP,2015-11-20,12월,"이왕준, 황도순 (각자대표)",http://www.cancerrop.com,서울특별시
1990,050110,KOSDAQ,캠시스,전자부품 제조업,"IN-LINE SYSTEM,CSP HANDLER,TRIM/FORM SYSTEM",2001-05-17,12월,박영태 (단일대표),http://www.cammsys.net,인천광역시
1992,900310,KOSDAQ,컬러레이,기타 금융업,화장품용 진주광택안료,2017-08-10,12월,줘중비아오,http://www.coloray.co.kr,홍콩
1993,078340,KOSDAQ,컴투스,소프트웨어 개발 및 공급업,모바일게임,2007-07-06,12월,송병준,http://www.com2us.com,서울특별시
1994,307930,KOSDAQ,컴퍼니케이,기타 금융업,중소 벤처기업 투자,2019-05-23,12월,김학범,http://www.kpartners.co.kr,서울특별시
1995,263700,KOSDAQ,케어랩스,소프트웨어 개발 및 공급업,"헬스케어 미디어플랫폼, 헬스케어 디지털마케팅, 헬스케어 솔루션",2018-03-28,12월,박경득,http://carelabs.co.kr,서울특별시
1997,214370,KOSDAQ,케어젠,기초 의약물질 및 생물학적 제제 제조업,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",2015-11-17,12월,정용지,http://www.caregen.co.kr,경기도
1998,221980,KOSDAQ,케이디켐,기타 화학제품 제조업,PVC 안정제,2015-11-19,12월,민남규,http://www.kdchem.kr,충청북도
1999,043290,KOSDAQ,케이맥,특수 목적용 기계 제조업,"FPD, 반도체 공정용 검사장비 및 바이오/의료진단기기, Lab용 분석기기",2011-10-25,12월,이재원,,대전광역시
2000,317030,KOSDAQ,케이비17호스팩,금융 지원 서비스업,금융사업지원서비스,2019-03-27,12월,김정효,,서울특별시
2002,323940,KOSDAQ,케이비제18호스팩,금융 지원 서비스업,금융지원서비스,2019-06-24,12월,최웅,,서울특별시
2003,330990,KOSDAQ,케이비제19호스팩,금융 지원 서비스업,금융지원서비스,2019-09-30,12월,조형인,,서울특별시
2004,342550,KOSDAQ,케이비제20호스팩,금융 지원 서비스업,금융지원서비스,2020-01-30,12월,황정현,,서울특별시
2005,192250,KOSDAQ,케이사인,소프트웨어 개발 및 공급업,,2014-04-28,12월,최승락,,서울특별시
2008,115500,KOSDAQ,케이씨에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터시스템 통합 구축 및 철도 도로 교통인프라,2010-04-14,12월,이호성,,경상북도
2010,089150,KOSDAQ,케이씨티,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","금융단말시스템,복표발매기,마권발매기",2006-12-13,12월,이규현,http://www.kctinc.co.kr,경기도
2011,025880,KOSDAQ,케이씨피드,동물용 사료 및 조제식품 제조업,사료,1995-07-07,12월,"정한식, 김희철(각자 대표이사)",http://www.kcfeed.co.kr,경상북도
2012,093320,KOSDAQ,케이아이엔엑스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷연동서비스 등,2011-02-08,12월,김지욱,http://www.kinx.net,서울특별시
2013,073010,KOSDAQ,케이에스피,일반 목적용 기계 제조업,"선박용엔진밸브,형단조품",2004-12-17,12월,이범호,http://www.kspvalve.com,부산광역시
2014,105330,KOSDAQ,케이엔더블유,전자부품 제조업,"Blanket, DOF, 보호필름",2009-09-29,12월,오원석,http://www.knwkorea.com,경기도
2015,272110,KOSDAQ,케이엔제이,특수 목적용 기계 제조업,"Edge Grinder, CVD-SiC Ring",2019-10-25,12월,심호섭,http://www.knj.kr,충청남도
2016,039420,KOSDAQ,케이엘넷,전기 통신업,EC/EDI,2002-03-12,12월,"강범구, 정지원 (각자 대표이사)",http://www.klnet.co.kr,서울특별시
2017,083550,KOSDAQ,케이엠,기타 섬유제품 제조업,클린룸용Wiper,2005-12-20,12월,신병순,http://kmbiz.com,강원도
2018,032500,KOSDAQ,케이엠더블유,통신 및 방송 장비 제조업,RF 부품 및 중계기,2000-03-21,12월,김덕용,http://www.kmwinc.com,경기도
2019,225430,KOSDAQ,케이엠제약,기타 화학제품 제조업,금융지원 서비스,2015-10-08,12월,강일모,,경기도
2021,064820,KOSDAQ,케이프,선박 및 보트 건조업,선박엔진용실린더라이너,2007-05-29,12월,정 형 석,http://www.cape.co.kr,경상남도
2022,347140,KOSDAQ,케이프이에스제4호,기타 금융업,기타금융지원서비스업,2020-03-24,12월,윤종연,,서울특별시
2023,256940,KOSDAQ,케이피에스,특수 목적용 기계 제조업,OLED 마스크 인장기,2017-09-06,12월,김하용,http://www.kpscorp.co.kr,경기도
2024,024880,KOSDAQ,케이피에프,기타 금속 가공제품 제조업,볼트류,1994-12-29,12월,"송무현, 김형노",http://www.kpf.co.kr,경기도
2025,042040,KOSDAQ,케이피엠테크,기타 화학제품 제조업,"표면처리약품, 전자동 도금설비",2003-01-07,12월,김지훈,http://www.kpmtech.co.kr,경기도
2026,054410,KOSDAQ,케이피티유,기타 금속 가공제품 제조업,"Vacuum Treatment, Plasma Surface Treatment",2002-04-25,12월,박준영,http://www.kpt4u.com,경기도
2027,274090,KOSDAQ,켄코아에어로스페이스,"항공기,우주선 및 부품 제조업",항공가공품 및 조립품,2020-03-03,12월,케네스민규리,http://www.kencoa.com,경상남도
2028,217600,KOSDAQ,켐온,자연과학 및 공학 연구개발업,비임상연구시험대행,2015-06-26,12월,송시환,http://www.chemon.co.kr,경기도
2029,089010,KOSDAQ,켐트로닉스,기타 화학제품 제조업,"Touch IC 및 PBA, TG, EMC",2007-01-17,12월,김 보 균,http://www.chemtronics.co.kr,세종특별자치시
2030,220260,KOSDAQ,켐트로스,기타 화학제품 제조업,기타 화학제품 제조업,2015-07-27,12월,이동훈,http://chemtros.com,경기도
2031,052400,KOSDAQ,코나아이,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템",2001-10-18,12월,조정일,http://www.konai.co.kr,서울특별시
2032,033110,KOSDAQ,코너스톤네트웍스,종합 소매업,전자계측기,1997-08-18,12월,"이호풍,박용후(각자 대표이사)",http://www.ed.co.kr,경기도
2033,094860,KOSDAQ,코닉글로리,소프트웨어 개발 및 공급업,네트워크장비공급및인터넷트래픽솔루션,2007-04-16,12월,리지앙(Li Jiang),http://www.kornicglory.co.kr,서울특별시
2034,046070,KOSDAQ,코다코,자동차 신품 부품 제조업,"Oil Pump, Throttle Body",2000-12-26,12월,"인귀승, 조만영(각자 대표이사)",http://www.kodaco.co.kr,충청남도
2035,047770,KOSDAQ,코데즈컴바인,봉제의복 제조업,패션의류,2001-09-18,12월,박영환,http://www.codes-combine.co.kr,서울특별시
2036,078940,KOSDAQ,코드네이처,전기 및 통신 공사업,전기공사업,2004-08-27,12월,박상훈,http://codenature.com,서울특별시
2037,080530,KOSDAQ,코디,기타 화학제품 제조업,"LCD 검사부품(프로브유니트), LED 검사부품(프로브카드)",2010-01-05,12월,김종원,http://www.kodi-s.com,경기도
2038,224060,KOSDAQ,코디엠,특수 목적용 기계 제조업,"반도체 및 평판디스플레이 제조용 장비(IRIS, LOZIX, HP/CP)",2015-12-29,12월,황정훈,http://www.kodi-m.com,충청남도
2040,078650,KOSDAQ,코렌,사진장비 및 광학기기 제조업,카메라폰용 렌즈,2010-10-22,12월,이재선,http://www.kolen.com,경기도
2041,104540,KOSDAQ,코렌텍,의료용 기기 제조업,"인공고관절, 인공슬관절 등",2013-03-05,12월,"선두훈,선승훈,선경훈(각자 대표이사)",http://www.corentec.com,충청남도
2042,027050,KOSDAQ,코리아나,기타 화학제품 제조업,화장품,1999-12-10,12월,유학수,http://www.coreana.co.kr,충청남도
2043,290510,KOSDAQ,코리아센터,소프트웨어 개발 및 공급업,이커머스토탈솔루션,2019-11-29,12월,김기록,http://www.koreacenter.com,서울특별시
2047,190650,KOSDAQ,코리아에셋투자증권,기타 금융업,"IB금융자문, 채권인수 및 매매, 투자중개, 펀드운용 등",2019-11-20,03월,"기동호, 김은섭",http://www.kasset.co.kr,서울특별시
2048,101670,KOSDAQ,코리아에스이,"구조용 금속제품, 탱크 및 증기발생기 제조업","영구앵커,교량용케이블,타이케이블",2008-07-15,12월,남홍기,,경기도
2049,123410,KOSDAQ,코리아에프티,자동차 신품 부품 제조업,"캐니스터,플라스틱필러넥,의장부품",2010-08-27,12월,"오원석, 김재산(각자 대표이사)",http://www.kftec.com,경기도
2052,036690,KOSDAQ,코맥스,통신 및 방송 장비 제조업,"홈네트워크시스템,CCTV 방송설비",2000-01-18,12월,"변봉덕, 변우석(공동 대표이사)",http://www.commax.com,경기도
2053,049430,KOSDAQ,코메론,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","줄자, 냉간압연",2001-01-16,12월,강동헌,http://www.komelon.co.kr,부산광역시
2054,183300,KOSDAQ,코미코,특수 목적용 기계 제조업,반도체 부품 세정 및 코팅,2017-03-23,12월,최용하,http://www.komico.com,경기도
2055,041960,KOSDAQ,코미팜,의약품 제조업,동물약품,2001-10-30,12월,"양용진, 문성철(각자 대표이사)",http://www.komipharm.com,경기도
2056,089890,KOSDAQ,코세스,특수 목적용 기계 제조업,반도체SolderBall부착장비등,2006-11-08,12월,박명순,http://www.koses.co.kr,경기도
2057,009730,KOSDAQ,코센,1차 철강 제조업,"스테인리스파이프, 선박용배관제작",1990-07-27,12월,김택환,http://www.kossen.co.kr,전라북도
2059,082660,KOSDAQ,코스나인,통신 및 방송 장비 제조업,화장품,2005-10-05,12월,백광열,http://cosnine.com,경기도
2062,222040,KOSDAQ,코스맥스엔비티,기타 식품 제조업,건강기능식품,2015-12-16,12월,이윤종,http://www.nutribiotech.co.kr,서울특별시
2063,241710,KOSDAQ,코스메카코리아,기타 화학제품 제조업,"화장품 OEM, ODM",2016-10-28,12월,"조임래, 박은희 (공동대표)",http://www.cosmecca.com,충청북도
2066,069110,KOSDAQ,코스온,기타 화학제품 제조업,화장품,2003-10-14,12월,이동건,http://coson.co.kr,서울특별시
2068,166480,KOSDAQ,코아스템,의약품 제조업,줄기세포 치료제,2015-06-26,12월,김경숙,http://www.corestem.com,경기도
2069,045970,KOSDAQ,코아시아,반도체 제조업,LED패키지,2000-08-03,12월,"이희준,위종묵(각자 대표이사)",http://www.coasiacorp.co.kr,인천광역시
2070,029960,KOSDAQ,코엔텍,폐기물 처리업,산업폐기물 소각/매립처리,2004-06-18,12월,이민석,http://www.koentec.co.kr,울산광역시
2075,102940,KOSDAQ,코오롱생명과학,기초 의약물질 및 생물학적 제제 제조업,"항균제, 수처리제, 원료의약 등",2009-04-07,12월,"이우석, 박문희",,서울특별시
2079,950160,KOSDAQ,코오롱티슈진,기초 의약물질 및 생물학적 제제 제조업,골관절염 치료제,2017-11-06,12월,"노문종, 한성수",http://tissuegene.com,미국
2082,033290,KOSDAQ,코웰패션,"섬유, 의복, 신발 및 가죽제품 소매업","콘덴서,저항기",1997-10-13,12월,"최용석, 임종민",http://www.pilkor.co.kr,경기도
2083,056360,KOSDAQ,코위버,통신 및 방송 장비 제조업,"가입가계 가입자계 광단국장치,SONs-51,OMS-155M,OCSU,E2 가입자 전송장비,SDS-2500 등",2001-12-04,12월,황인환,http://www.coweaver.co.kr,서울특별시
2084,282880,KOSDAQ,코윈테크,특수 목적용 기계 제조업,"공정 자동화 설비 (2차전지, 석유화학, 반도체 및 디스플레이)",2019-08-05,12월,이재환,http://www.cowintech.com,충청남도
2085,121850,KOSDAQ,코이즈,플라스틱제품 제조업,"보호필름, 도광판, 백코팅",2012-09-27,12월,조재형,http://www.koyj.co.kr,충청북도
2086,015710,KOSDAQ,코콤,통신 및 방송 장비 제조업,비디오도어폰,1997-09-30,12월,고성욱,http://www.kocom.com,서울특별시
2087,052330,KOSDAQ,코텍,영상 및 음향기기 제조업,"Touch Screen Monitor, 산업용 CRT Monitor",2001-07-10,12월,김영달,http://www.kortek.co.kr,인천광역시
2088,126600,KOSDAQ,코프라,합성고무 및 플라스틱 물질 제조업,엔지니어링 플라스틱 칩,2010-11-12,12월,한상용,http://www.kopla.com,경기도
2089,200130,KOSDAQ,콜마비앤에이치,기초 의약물질 및 생물학적 제제 제조업,기업인수합병,2014-07-23,12월,"정화영,윤여원 (공동 대표이사)",,대전광역시
2093,060280,KOSDAQ,큐렉소,기타 상품 전문 소매업,"만화단행본, 정기간행물",2002-07-03,12월,이재준,http://www.curexo.com,서울특별시
2095,040350,KOSDAQ,큐로컴,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합, 지능형교통시스템",2002-01-10,12월,조중기,http://www.curocom.com,서울특별시
2096,051780,KOSDAQ,큐로홀딩스,"영화, 비디오물, 방송프로그램 제작 및 배급업","DTIS, Probe Card, H.F PCB",2001-06-26,12월,조중기,http://www.curoholdings.com,서울특별시
2097,115180,KOSDAQ,큐리언트,자연과학 및 공학 연구개발업,저분자 혁신신약,2016-02-29,12월,남기연,http://www.qurient.com,경기도
2098,043090,KOSDAQ,큐브앤컴퍼니,기타 전문 도매업,"바이오리엑터(Bioreactor, 생물반응기)",2001-10-11,12월,정재헌,http://www.pharmswell.com,서울특별시
2099,182360,KOSDAQ,큐브엔터,오디오물 출판 및 원판 녹음업,"음반음원, 콘서트, 아티스트매니지먼트",2013-11-21,12월,"안우형, 이동관",http://www.cubeent.co.kr,서울특별시
2100,066310,KOSDAQ,큐에스아이,반도체 제조업,레이저다이오드(LaserDiode),2006-11-24,12월,이청대,http://www.qsilaser.com,충청남도
2102,016600,KOSDAQ,큐캐피탈,기타 금융업,벤처투자,1993-06-21,12월,황희연,http://www.qcapital.co.kr,서울특별시
2108,043590,KOSDAQ,크로바하이텍,반도체 제조업,"트랜스포머, 코일",2001-12-20,12월,안호철,http://www.cloverhitech.com,충청북도
2109,114120,KOSDAQ,크루셜텍,전자부품 제조업,"옵티컬트랙패드, LED플래시모듈, PL Lens",2010-07-21,12월,안건준,http://crucialtec.com,경기도
2110,110790,KOSDAQ,크리스에프앤씨,봉제의복 제조업,골프웨어,2018-10-01,12월,우진석,http://www.creas.co.kr,서울특별시
2111,083790,KOSDAQ,크리스탈,자연과학 및 공학 연구개발업,신개념항생제(전임상),2006-01-06,12월,조중명,http://www.cgxinc.com,경기도
2112,900250,KOSDAQ,크리스탈신소재,기타 금융업,"합성운모 플레이크, 파우더, 테이프",2016-01-28,12월,허위에룬 (HE YUE LUN),http://www.crystalnewmaterial.com,케이맨 제도
2113,045520,KOSDAQ,크린앤사이언스,일반 목적용 기계 제조업,자동차용 여과지,2000-12-05,12월,곽규범,http://www.cands.co.kr,서울특별시
2114,214150,KOSDAQ,클래시스,의료용 기기 제조업,미용의료기기,2015-04-03,12월,정성재,http://classys.co.kr,서울특별시
2115,237880,KOSDAQ,클리오,기타 화학제품 제조업,"색조화장품, 기초화장품",2016-11-09,12월,한현옥,http://www.clio.co.kr,서울특별시
2116,139670,KOSDAQ,키네마스터,소프트웨어 개발 및 공급업,"NexMFW, NexPlayer EMB",2011-12-02,12월,임일택,http://www.kinemastercorp.com,서울특별시
2118,311270,KOSDAQ,키움제5호스팩,금융 지원 서비스업,기업인수합병,2018-12-26,12월,김학균,http://www.kiwoom.com/,서울특별시
2130,054780,KOSDAQ,키이스트,"영화, 비디오물, 방송프로그램 제작 및 배급업",멀티미디어 SI,2003-11-14,12월,박성혜,http://www.keyeast.co.kr,서울특별시
2131,219130,KOSDAQ,타이거일렉,전자부품 제조업,인쇄회로기판 제조업,2015-09-25,12월,이경섭,http://www.tigerelec.com,인천광역시
2133,065130,KOSDAQ,탑엔지니어링,특수 목적용 기계 제조업,LCD Cell Line 자동화 장치,2003-01-29,12월,"김원남,류도현(공동)",http://www.topengnet.com,경상북도
2137,023160,KOSDAQ,태광,1차 철강 제조업,"각종 배관자재, 관이음쇠류 제조 및 판매,발전기부품 및 판매업,반도체장비 제조업 및 무역도매",1994-09-07,12월,윤 성 덕,http://www.tkbend.co.kr,부산광역시
2140,053620,KOSDAQ,태양,기타 금속 가공제품 제조업,"휴대용 부탄가스, 외주수탁품",2001-08-07,12월,현창수,http://www.taeyangsun.co.kr,충청남도
2146,044490,KOSDAQ,태웅,기타 금속 가공제품 제조업,자유형단조품,2001-11-08,12월,최승식,http://www.taewoong.com,부산광역시
2147,124560,KOSDAQ,태웅로직스,기타 운송관련 서비스업,"3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)",2019-12-10,12월,한재동,http://www.e-tgl.com,서울특별시
2150,191420,KOSDAQ,테고사이언스,기초 의약물질 및 생물학적 제제 제조업,피부세포치료제,2014-11-06,12월,전세화,http://www.tegoscience.com,서울특별시
2151,073640,KOSDAQ,테라사이언스,기타 금속 가공제품 제조업,유압용 관이음쇠,2004-01-06,12월,이종석,http://www.samwon-tech.com,경상남도
2152,182690,KOSDAQ,테라셈,반도체 제조업,이미지센서 패키징,2014-10-30,12월,이학우,http://www.terrasem.com,충청북도
2153,066700,KOSDAQ,테라젠이텍스,의약품 제조업,"Loading/Unloading System, PCB Bonding System",2004-05-27,12월,"고진업, 류병환, 황태순",http://www.thera-gen.com,경기도
2154,095610,KOSDAQ,테스,특수 목적용 기계 제조업,반도체장비(화학증착장비),2008-05-20,12월,"주숭일, 이재호 (각자 대표이사)",,경기도
2155,131970,KOSDAQ,테스나,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트,2013-10-22,12월,이종도,http://www.tesna.co.kr,경기도
2158,089030,KOSDAQ,테크윙,특수 목적용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)",2011-11-10,12월,나윤성,http://techwing.co.kr,경기도
2160,054450,KOSDAQ,텔레칩스,반도체 제조업,"디지털미디어프로세서,발신자정보표시칩",2004-12-10,12월,이장규,http://www.telechips.com,서울특별시
2161,091440,KOSDAQ,텔레필드,통신 및 방송 장비 제조업,광전송장비,2008-02-01,12월,박노택,http://www.telefield.com,경기도
2163,200230,KOSDAQ,텔콘RF제약,통신 및 방송 장비 제조업,"RF 통신부품(케이블 어셈블리, 커넥터 등)",2014-11-24,12월,김지훈,http://www.telcon.co.kr,경기도
2165,215480,KOSDAQ,토박스코리아,"섬유, 의복, 신발 및 가죽제품 소매업",미니멜리사 등,2015-05-13,12월,이선근,http://www.toebox.co.kr,서울특별시
2166,051360,KOSDAQ,토비스,영상 및 음향기기 제조업,Gaming모니터,2004-11-19,12월,"김 용 범, 하 희 조",http://www.tovism.com,인천광역시
2167,045340,KOSDAQ,토탈소프트,소프트웨어 개발 및 공급업,해운물류소프트웨어 (CATOS 등),2002-07-19,12월,최장수,http://www.tsb.co.kr,부산광역시
2168,108230,KOSDAQ,톱텍,특수 목적용 기계 제조업,평판디스플레이 제조용 자동화설비,2009-09-15,12월,이재환,http://toptec.co.kr,경상북도
2169,079970,KOSDAQ,투비소프트,소프트웨어 개발 및 공급업,"MiPlatform, X Platform",2010-06-01,12월,"조강희 , 이경찬 각자대표",http://www.tobesoft.com,서울특별시
2171,105550,KOSDAQ,트루윈,전자부품 제조업,"자동차용 센서(APS, TPS, IAPS, SLS)",2014-07-11,12월,남용현,http://www.truwin.co.kr,대전광역시
2172,026150,KOSDAQ,특수건설,토목 건설업,보링,1997-08-06,12월,"김중헌, 김도헌 (각자 대표이사)",http://www.tuksu.co.kr,서울특별시
2173,322180,KOSDAQ,티라유텍,소프트웨어 개발 및 공급업,스마트팩토리 솔루션,2019-10-31,12월,"김정하, 조원철",http://thirautech.com,서울특별시
2174,117730,KOSDAQ,티로보틱스,특수 목적용 기계 제조업,"중대형 시스템, 중대형 로봇",2018-11-29,12월,안승욱,http://www.t-robotics.net/,경기도
2175,033830,KOSDAQ,티비씨,텔레비전 방송업,"텔레비젼 방송,문화서비스,광고/출판,음반 제작,도매",2010-11-29,12월,최진민,http://www.tbc.co.kr,대구광역시
2176,057680,KOSDAQ,티사이언티픽,소프트웨어 개발 및 공급업,"모바일방송, 모바일컨텐츠",2002-06-18,12월,김상우,http://www.omnitel.co.kr,서울특별시
2177,064760,KOSDAQ,티씨케이,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품,2003-08-18,12월,"쯔지 마사후미, 박영순 (각자대표)",http://www.tck.co.kr,경기도
2178,246710,KOSDAQ,티앤알바이오팹,기초 의약물질 및 생물학적 제제 제조업,"생분해성 의료기기, 3D 바이오프린팅 시스템, 바이오잉크, 3D 오가노이드, 3D 세포치료제",2018-11-28,12월,윤원수,http://www.tnrbiofab.com,경기도
2179,277880,KOSDAQ,티에스아이,특수 목적용 기계 제조업,"2차전지 장비(믹싱시스템, 믹싱제작품, 믹싱 공사, 코터건조시스템)",2020-07-22,12월,표인식,http://taesungind.co.kr/,경기도
2180,131290,KOSDAQ,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","Probe Card, Test Interface Board, LED Test Equipment",2011-01-05,12월,"김철호, 오창수",http://www.tse21.com,충청남도
